Date,Well_ID,Field,Region,Well_Type,Production_Status,Oil_Production_BBL,Gas_Production_MCF,Water_Production_BBL,Operating_Cost_USD,Maintenance_Cost_USD,Oil_Price_USD_BBL,Gas_Price_USD_MCF,Revenue_USD,Downtime_Hours,Production_Efficiency_Pct,API_Gravity,Well_Age_Years
2025-01-23,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,346.7,981.7,337.9,7795.4,884.91,68.6,2.71,24103.89,0.4,94.4,39.6,4
2025-01-23,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,297.9,947.4,310.1,6389.5,646.04,68.6,2.71,20742.58,1.5,91.5,38.1,8
2025-01-23,W-007,Permian North,West Texas,Horizontal Oil,Producing,617.7,1081.3,790.1,11643.36,742.25,68.6,2.71,42724.03,1.5,92.1,39.4,3
2025-01-23,W-008,Permian South,West Texas,Horizontal Oil,Maintenance,182.5,416.4,238.8,3994.21,10838.61,68.6,2.71,12651.36,20.0,52.8,33.6,3
2025-01-23,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,248.2,714.7,308.3,4562.64,530.2,68.6,2.71,17259.68,0.5,97.4,35.6,2
2025-01-23,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,307.0,865.1,206.6,5421.6,170.02,68.6,2.71,21340.89,1.0,92.3,34.2,10
2025-01-23,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,414.3,1003.7,303.3,6768.53,604.17,68.6,2.71,28748.34,0,98.2,37.4,8
2025-01-23,W-012,Delaware Basin,New Mexico,Oil & Gas,Maintenance,138.2,356.0,144.4,3487.66,13363.67,68.6,2.71,9598.12,15.5,53.0,34.5,9
2025-01-23,W-013,Permian North,West Texas,Horizontal Oil,Producing,488.4,634.4,567.6,8282.36,628.58,68.6,2.71,33706.83,1.9,90.6,39.5,4
2025-01-23,W-014,Permian South,West Texas,Horizontal Oil,Producing,460.1,919.9,546.6,8935.55,215.26,68.6,2.71,31859.49,1.7,92.3,40.3,4
2025-01-23,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,283.3,930.4,281.3,5377.84,104.02,68.6,2.71,19738.82,1.2,94.0,35.6,2
2025-01-23,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,462.3,832.6,531.1,8963.98,430.12,68.6,2.71,31985.61,0,99.2,33.0,6
2025-01-23,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,222.1,343.5,154.4,5232.22,781.11,68.6,2.71,15345.47,1.1,96.0,34.2,11
2025-01-23,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,457.7,1082.2,358.2,6622.83,680.47,68.6,2.71,31749.45,1.3,93.1,33.1,11
2025-01-24,W-001,Permian North,West Texas,Horizontal Oil,Producing,248.3,454.6,226.1,4827.29,567.34,70.0,2.78,17531.16,1.7,91.8,33.9,5
2025-01-24,W-002,Permian South,West Texas,Horizontal Oil,Producing,525.8,1096.3,291.2,8290.64,691.85,70.0,2.78,37169.57,1.5,92.0,39.1,2
2025-01-24,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,431.8,934.7,361.4,7612.38,240.62,70.0,2.78,30540.14,1.7,92.0,31.4,7
2025-01-24,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,266.0,378.3,261.0,5057.03,161.17,70.0,2.78,18748.71,1.8,89.1,37.1,4
2025-01-24,W-005,Bakken North,North Dakota,Horizontal Oil,Maintenance,187.6,457.4,164.0,4445.46,11049.71,70.0,2.78,13284.36,12.1,54.3,39.6,4
2025-01-24,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,313.7,506.1,366.3,6197.93,471.76,70.0,2.78,22126.24,0,98.6,38.1,8
2025-01-24,W-007,Permian North,West Texas,Horizontal Oil,Producing,627.9,1647.8,771.4,12002.2,232.67,70.0,2.78,44506.55,1.0,94.5,39.4,3
2025-01-24,W-008,Permian South,West Texas,Horizontal Oil,Producing,336.0,1117.5,382.6,6188.99,275.06,70.0,2.78,23893.98,1.6,91.9,33.6,3
2025-01-24,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,215.0,257.6,153.8,4950.34,475.74,70.0,2.78,15132.74,2.6,87.6,35.6,2
2025-01-24,W-010,Bakken Central,North Dakota,Horizontal Oil,Maintenance,159.1,432.5,153.9,4060.11,6581.4,70.0,2.78,11281.88,21.6,54.3,34.2,10
2025-01-24,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,414.4,1252.1,399.2,7583.93,513.1,70.0,2.78,29425.17,0.4,96.1,37.4,8
2025-01-24,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,247.4,546.6,255.7,4553.84,232.48,70.0,2.78,17503.52,0.2,95.6,34.5,9
2025-01-24,W-013,Permian North,West Texas,Horizontal Oil,Producing,516.5,1420.1,332.9,8480.66,676.2,70.0,2.78,36626.0,0.9,94.7,39.5,4
2025-01-24,W-014,Permian South,West Texas,Horizontal Oil,Producing,475.1,698.9,578.1,6726.38,558.79,70.0,2.78,33492.54,1.3,91.6,40.3,4
2025-01-24,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,260.8,441.9,181.0,6145.32,550.88,70.0,2.78,18406.92,1.8,88.9,35.6,2
2025-01-24,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,421.6,738.6,260.8,7770.6,793.84,70.0,2.78,29756.88,1.1,92.4,33.0,6
2025-01-24,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,232.4,352.9,250.5,4531.18,374.14,70.0,2.78,16387.8,0,98.3,34.2,11
2025-01-24,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,465.1,924.0,296.2,7865.63,503.49,70.0,2.78,32865.68,0,98.1,33.1,11
2025-01-25,W-001,Permian North,West Texas,Horizontal Oil,Producing,255.9,577.8,164.8,4569.79,582.78,70.42,2.74,18212.76,0.6,97.6,33.9,5
2025-01-25,W-002,Permian South,West Texas,Horizontal Oil,Producing,589.0,1527.5,570.0,9475.64,523.85,70.42,2.74,41984.98,0.7,94.3,39.1,2
2025-01-25,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,425.1,1192.6,492.8,8114.52,207.11,70.42,2.74,30331.7,1.0,94.3,31.4,7
2025-01-25,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,287.9,504.2,360.3,4907.39,667.32,70.42,2.74,20440.02,0.0,99.9,37.1,4
2025-01-25,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,366.6,983.3,294.3,6088.51,621.26,70.42,2.74,26143.54,0.9,93.6,39.6,4
2025-01-25,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,305.2,592.5,235.2,6418.27,430.58,70.42,2.74,21691.34,0.9,96.2,38.1,8
2025-01-25,W-007,Permian North,West Texas,Horizontal Oil,Producing,625.4,1129.1,516.3,11700.91,784.0,70.42,2.74,44415.84,0.1,98.9,39.4,3
2025-01-25,W-008,Permian South,West Texas,Horizontal Oil,Producing,325.9,882.6,221.4,5528.01,370.75,70.42,2.74,23239.17,1.5,92.6,33.6,3
2025-01-25,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,258.6,287.6,161.1,5091.59,448.3,70.42,2.74,18307.54,0.7,93.5,35.6,2
2025-01-25,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,273.6,324.8,234.6,6050.09,516.8,70.42,2.74,19377.87,0.3,98.3,34.2,10
2025-01-25,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,382.3,806.5,272.0,7652.37,328.81,70.42,2.74,27188.7,2.2,87.4,37.4,8
2025-01-25,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,247.9,404.7,169.9,3954.11,100.23,70.42,2.74,17588.07,0.3,95.6,34.5,9
2025-01-25,W-013,Permian North,West Texas,Horizontal Oil,Producing,519.9,1272.7,501.3,9366.35,172.13,70.42,2.74,37032.84,0.9,93.8,39.5,4
2025-01-25,W-014,Permian South,West Texas,Horizontal Oil,Producing,564.1,1072.1,745.0,9333.08,255.62,70.42,2.74,40078.69,0.1,100,40.3,4
2025-01-25,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,276.6,350.3,217.2,6633.65,865.37,70.42,2.74,19593.72,0.7,97.5,35.6,2
2025-01-25,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,406.8,1097.0,538.1,7600.26,705.98,70.42,2.74,29008.74,1.6,94.1,33.0,6
2025-01-25,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,202.8,277.3,122.5,4832.58,641.53,70.42,2.74,14370.08,0,97.1,34.2,11
2025-01-25,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,501.9,1148.4,280.0,9704.22,174.41,70.42,2.74,35725.81,1.1,94.8,33.1,11
2025-01-26,W-001,Permian North,West Texas,Horizontal Oil,Producing,266.3,457.8,348.3,5830.74,499.2,69.72,2.62,18712.33,0.1,96.6,33.9,5
2025-01-26,W-002,Permian South,West Texas,Horizontal Oil,Producing,593.9,935.7,423.0,9680.93,224.8,69.72,2.62,41696.9,0.9,92.9,39.1,2
2025-01-26,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,440.3,1258.3,432.9,6934.67,596.53,69.72,2.62,31092.79,0.3,97.2,31.4,7
2025-01-26,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,289.9,898.2,273.3,6645.52,324.21,69.72,2.62,20494.6,0,97.1,37.1,4
2025-01-26,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,336.2,787.9,320.0,6232.49,239.84,69.72,2.62,23684.55,2.2,91.6,39.6,4
2025-01-26,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,302.1,811.3,169.0,5322.88,360.35,69.72,2.62,21319.16,1.3,93.7,38.1,8
2025-01-26,W-007,Permian North,West Texas,Horizontal Oil,Producing,647.6,1625.5,545.7,10743.02,660.57,69.72,2.62,45658.14,0.2,97.0,39.4,3
2025-01-26,W-008,Permian South,West Texas,Horizontal Oil,Producing,329.4,498.7,215.8,6142.74,179.9,69.72,2.62,23125.35,0.6,94.9,33.6,3
2025-01-26,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,231.1,764.1,154.8,4923.06,499.68,69.72,2.62,16352.9,0.1,100,35.6,2
2025-01-26,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,285.9,788.4,336.9,5069.29,554.27,69.72,2.62,20182.75,1.1,93.5,34.2,10
2025-01-26,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,372.2,948.6,338.7,6314.85,548.28,69.72,2.62,26247.49,2.2,91.4,37.4,8
2025-01-26,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,217.5,299.9,270.6,4754.73,560.72,69.72,2.62,15260.38,1.3,93.9,34.5,9
2025-01-26,W-013,Permian North,West Texas,Horizontal Oil,Producing,545.6,1211.8,621.5,10612.73,329.22,69.72,2.62,38416.7,0.9,95.4,39.5,4
2025-01-26,W-014,Permian South,West Texas,Horizontal Oil,Producing,497.3,1470.9,407.7,9414.3,779.12,69.72,2.62,35132.57,0.1,96.0,40.3,4
2025-01-26,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,283.8,486.7,302.4,5194.28,790.25,69.72,2.62,19936.38,0.9,94.1,35.6,2
2025-01-26,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,435.9,894.6,303.9,6627.22,629.62,69.72,2.62,30673.99,1.5,94.4,33.0,6
2025-01-26,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,195.5,243.7,245.0,3644.4,417.61,69.72,2.62,13706.96,1.2,94.8,34.2,11
2025-01-26,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,449.2,654.5,482.3,8970.18,297.92,69.72,2.62,31520.25,1.0,93.4,33.1,11
2025-01-27,W-001,Permian North,West Texas,Horizontal Oil,Producing,244.1,451.0,227.2,5518.92,317.93,68.18,2.59,16780.45,2.0,90.0,33.9,5
2025-01-27,W-002,Permian South,West Texas,Horizontal Oil,Producing,575.2,866.9,591.3,10784.43,551.19,68.18,2.59,39487.13,1.0,94.5,39.1,2
2025-01-27,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,431.6,1273.4,389.9,7481.87,342.86,68.18,2.59,29820.44,0.5,94.0,31.4,7
2025-01-27,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,269.9,510.4,249.8,4741.64,857.57,68.18,2.59,18561.66,1.5,92.2,37.1,4
2025-01-27,W-005,Bakken North,North Dakota,Horizontal Oil,Maintenance,200.2,326.8,111.3,3893.26,11188.59,68.18,2.59,13755.02,10.6,54.7,39.6,4
2025-01-27,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,306.0,521.7,271.7,5615.2,827.96,68.18,2.59,21028.77,0.7,97.1,38.1,8
2025-01-27,W-007,Permian North,West Texas,Horizontal Oil,Producing,632.7,1777.0,757.3,10829.03,245.93,68.18,2.59,43688.54,0.0,97.4,39.4,3
2025-01-27,W-008,Permian South,West Texas,Horizontal Oil,Producing,354.3,542.8,200.4,5705.55,248.75,68.18,2.59,24327.57,0.3,95.3,33.6,3
2025-01-27,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,252.1,698.8,185.6,4575.07,373.53,68.18,2.59,17404.01,0.4,95.9,35.6,2
2025-01-27,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,291.7,542.5,357.3,5762.09,720.52,68.18,2.59,20059.42,1.7,89.5,34.2,10
2025-01-27,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,377.1,1144.8,454.0,7276.08,714.52,68.18,2.59,26069.43,0.8,94.0,37.4,8
2025-01-27,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,230.8,498.5,269.3,5160.74,478.26,68.18,2.59,15890.78,0,99.4,34.5,9
2025-01-27,W-013,Permian North,West Texas,Horizontal Oil,Producing,505.4,1287.4,295.0,10181.57,302.65,68.18,2.59,34861.71,1.3,93.8,39.5,4
2025-01-27,W-014,Permian South,West Texas,Horizontal Oil,Producing,462.3,628.7,488.4,7547.22,320.88,68.18,2.59,31719.3,2.0,88.5,40.3,4
2025-01-27,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,280.3,335.4,329.9,5657.81,397.12,68.18,2.59,19217.51,0,96.4,35.6,2
2025-01-27,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,430.1,1459.3,451.6,6564.26,661.06,68.18,2.59,29777.78,1.7,92.9,33.0,6
2025-01-27,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,198.6,666.8,234.5,4723.17,450.98,68.18,2.59,13746.85,1.4,91.3,34.2,11
2025-01-27,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,511.4,1133.3,460.2,8639.55,251.82,68.18,2.59,35219.98,0.5,94.9,33.1,11
2025-01-28,W-001,Permian North,West Texas,Horizontal Oil,Producing,244.2,782.4,242.7,3808.93,336.54,69.04,2.49,17095.64,1.9,89.6,33.9,5
2025-01-28,W-002,Permian South,West Texas,Horizontal Oil,Producing,524.0,800.1,296.1,10798.06,291.03,69.04,2.49,36418.6,1.9,91.7,39.1,2
2025-01-28,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,426.4,849.0,413.3,8050.23,590.43,69.04,2.49,29690.39,0.8,94.4,31.4,7
2025-01-28,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,236.1,713.3,154.4,4807.17,488.3,69.04,2.49,16514.09,1.5,90.5,37.1,4
2025-01-28,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,370.6,968.4,359.7,7009.26,393.08,69.04,2.49,25872.93,1.4,93.3,39.6,4
2025-01-28,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,304.3,957.5,186.8,5932.5,546.42,69.04,2.49,21295.47,1.3,95.2,38.1,8
2025-01-28,W-007,Permian North,West Texas,Horizontal Oil,Producing,626.6,1710.3,757.6,9373.05,156.31,69.04,2.49,43773.4,0.6,95.1,39.4,3
2025-01-28,W-008,Permian South,West Texas,Horizontal Oil,Producing,347.0,806.1,243.5,6345.15,600.26,69.04,2.49,24198.88,1.2,92.0,33.6,3
2025-01-28,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,236.8,317.9,251.2,4635.04,632.19,69.04,2.49,16441.62,0.7,97.5,35.6,2
2025-01-28,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,277.7,406.5,374.5,4977.46,352.12,69.04,2.49,19293.17,1.1,96.3,34.2,10
2025-01-28,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,377.9,1080.0,338.0,7542.23,550.52,69.04,2.49,26414.63,1.5,91.0,37.4,8
2025-01-28,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,256.1,545.4,222.2,5887.15,576.61,69.04,2.49,17845.97,1.3,93.2,34.5,9
2025-01-28,W-013,Permian North,West Texas,Horizontal Oil,Producing,521.8,934.3,379.6,9722.51,757.55,69.04,2.49,36300.52,0.5,97.4,39.5,4
2025-01-28,W-014,Permian South,West Texas,Horizontal Oil,Producing,569.0,828.4,330.1,9214.91,393.67,69.04,2.49,39530.53,0,98.9,40.3,4
2025-01-28,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,315.8,414.2,274.7,7262.73,678.86,69.04,2.49,21928.22,0.5,97.9,35.6,2
2025-01-28,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,411.6,1312.2,422.4,7000.5,561.03,69.04,2.49,28811.41,1.4,90.8,33.0,6
2025-01-28,W-017,Bakken North,North Dakota,Horizontal Oil,Maintenance,118.5,353.0,104.6,3488.76,6014.12,69.04,2.49,8285.47,17.4,54.6,34.2,11
2025-01-28,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,448.5,1295.4,384.0,7096.86,531.94,69.04,2.49,31354.42,0,96.7,33.1,11
2025-01-29,W-001,Permian North,West Texas,Horizontal Oil,Maintenance,135.7,288.3,139.2,2828.63,6991.64,66.44,2.57,9102.5,16.6,53.9,33.9,5
2025-01-29,W-002,Permian South,West Texas,Horizontal Oil,Producing,498.8,1006.7,308.3,9243.06,204.3,66.44,2.57,33453.67,1.7,89.8,39.1,2
2025-01-29,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,413.9,1076.3,292.6,8342.12,297.0,66.44,2.57,27835.81,1.3,91.1,31.4,7
2025-01-29,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,253.1,669.6,225.0,4440.22,575.1,66.44,2.57,17026.4,0,96.1,37.1,4
2025-01-29,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,363.2,914.2,487.4,6203.86,135.9,66.44,2.57,24411.44,2.4,90.1,39.6,4
2025-01-29,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,341.9,464.5,203.0,7772.27,795.0,66.44,2.57,22862.89,0,100,38.1,8
2025-01-29,W-007,Permian North,West Texas,Horizontal Oil,Maintenance,337.9,721.4,192.0,5685.02,5658.92,66.44,2.57,22671.45,15.9,54.2,39.4,3
2025-01-29,W-008,Permian South,West Texas,Horizontal Oil,Producing,324.7,902.3,215.3,6101.4,566.4,66.44,2.57,21853.89,1.8,91.9,33.6,3
2025-01-29,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,248.0,625.3,146.9,4827.43,410.92,66.44,2.57,16672.27,1.1,92.9,35.6,2
2025-01-29,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,289.9,895.0,163.8,6178.46,284.93,66.44,2.57,19534.93,1.4,92.2,34.2,10
2025-01-29,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,412.8,958.8,288.6,7422.12,841.08,66.44,2.57,27724.17,1.4,90.5,37.4,8
2025-01-29,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,239.9,447.9,207.4,4135.54,381.53,66.44,2.57,16075.61,1.2,94.2,34.5,9
2025-01-29,W-013,Permian North,West Texas,Horizontal Oil,Producing,540.3,1371.9,676.9,10954.29,123.57,66.44,2.57,36319.57,1.7,91.8,39.5,4
2025-01-29,W-014,Permian South,West Texas,Horizontal Oil,Producing,484.7,1533.4,521.3,7386.02,868.48,66.44,2.57,32679.78,0.7,96.2,40.3,4
2025-01-29,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,277.5,924.8,354.6,5300.95,265.41,66.44,2.57,18726.39,0.9,93.1,35.6,2
2025-01-29,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,427.6,1318.6,340.9,8034.3,208.2,66.44,2.57,28815.91,1.4,95.1,33.0,6
2025-01-29,W-017,Bakken North,North Dakota,Horizontal Oil,Producing,218.4,399.7,217.5,4630.65,354.08,66.44,2.57,14632.67,1.9,92.5,34.2,11
2025-01-29,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,463.0,1446.5,408.0,8011.3,847.01,66.44,2.57,31208.45,2.3,90.8,33.1,11
2025-01-30,W-001,Permian North,West Texas,Horizontal Oil,Producing,249.6,625.9,190.6,4700.28,285.75,68.46,2.51,17277.08,1.2,94.5,33.9,5
2025-01-30,W-002,Permian South,West Texas,Horizontal Oil,Producing,573.3,1259.1,545.7,10736.07,399.17,68.46,2.51,39629.34,1.1,95.7,39.1,2
2025-01-30,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,385.4,1101.5,216.6,6680.39,693.89,68.46,2.51,26713.48,1.1,96.3,31.4,7
2025-01-30,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,239.7,774.7,320.8,5147.8,359.92,68.46,2.51,16640.82,1.2,93.4,37.1,4
2025-01-30,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,378.1,746.7,302.6,7417.1,575.04,68.46,2.51,26110.05,0.6,96.2,39.6,4
2025-01-30,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,325.9,748.8,297.0,6347.35,896.67,68.46,2.51,22537.89,0.9,94.9,38.1,8
2025-01-30,W-007,Permian North,West Texas,Horizontal Oil,Producing,641.1,1635.2,377.9,10032.37,343.64,68.46,2.51,44385.36,0.7,97.2,39.4,3
2025-01-30,W-008,Permian South,West Texas,Horizontal Oil,Producing,347.7,872.8,206.4,6229.95,763.91,68.46,2.51,24067.68,0,98.3,33.6,3
2025-01-30,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,245.4,662.8,161.5,4847.36,243.1,68.46,2.51,16997.61,1.9,91.1,35.6,2
2025-01-30,W-010,Bakken Central,North Dakota,Horizontal Oil,Producing,264.4,567.4,198.4,5722.22,737.19,68.46,2.51,18275.24,1.7,92.5,34.2,10
2025-01-30,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,378.0,871.3,324.1,7596.42,859.8,68.46,2.51,26142.39,1.5,91.8,37.4,8
2025-01-30,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,247.6,792.0,248.2,4806.96,795.05,68.46,2.51,17191.71,1.4,91.2,34.5,9
2025-01-30,W-013,Permian North,West Texas,Horizontal Oil,Producing,573.1,1218.5,602.4,8198.95,262.28,68.46,2.51,39599.06,0.2,98.3,39.5,4
2025-01-30,W-014,Permian South,West Texas,Horizontal Oil,Producing,503.4,1544.2,495.8,7882.02,290.3,68.46,2.51,34928.97,1.1,94.4,40.3,4
2025-01-30,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,305.6,508.1,301.9,6310.71,760.2,68.46,2.51,21072.36,0.5,94.2,35.6,2
2025-01-30,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,425.1,503.5,524.2,8213.17,338.75,68.46,2.51,29256.71,1.0,96.4,33.0,6
2025-01-30,W-017,Bakken North,North Dakota,Horizontal Oil,Maintenance,119.5,316.2,124.2,3104.84,14703.27,68.46,2.51,8278.0,10.3,55.3,34.2,11
2025-01-30,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,456.2,815.8,385.4,7442.08,441.86,68.46,2.51,31477.29,0,98.8,33.1,11
2025-01-31,W-001,Permian North,West Texas,Horizontal Oil,Producing,229.9,531.6,222.9,4945.5,187.44,64.61,2.5,15012.13,1.2,94.7,33.9,5
2025-01-31,W-002,Permian South,West Texas,Horizontal Oil,Producing,558.8,1815.1,748.3,9295.68,353.19,64.61,2.5,36649.22,1.7,91.6,39.1,2
2025-01-31,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,415.9,581.5,415.9,8016.69,494.0,64.61,2.5,27042.5,0.7,94.1,31.4,7
2025-01-31,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,247.4,285.8,259.9,4550.42,739.65,64.61,2.5,16070.32,0.2,100,37.1,4
2025-01-31,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,362.5,866.1,384.3,5303.02,325.3,64.61,2.5,23682.21,0,100.0,39.6,4
2025-01-31,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,294.6,788.7,242.5,6177.81,123.29,64.61,2.5,19268.42,0.1,96.5,38.1,8
2025-01-31,W-007,Permian North,West Texas,Horizontal Oil,Producing,619.5,1639.7,794.8,11853.6,485.2,64.61,2.5,40519.03,0.8,95.8,39.4,3
2025-01-31,W-008,Permian South,West Texas,Horizontal Oil,Producing,368.3,755.7,421.3,7441.31,679.97,64.61,2.5,24019.11,0.1,97.2,33.6,3
2025-01-31,W-009,Eagle Ford,South Texas,Horizontal Oil,Producing,229.9,615.3,273.5,5197.66,875.69,64.61,2.5,15035.87,0.6,95.0,35.6,2
2025-01-31,W-010,Bakken Central,North Dakota,Horizontal Oil,Maintenance,168.6,512.3,169.8,3547.41,15901.2,64.61,2.5,11049.39,21.7,54.9,34.2,10
2025-01-31,W-011,Bakken North,North Dakota,Horizontal Oil,Producing,395.3,886.7,292.6,7523.93,272.91,64.61,2.5,25805.2,0.7,94.7,37.4,8
2025-01-31,W-012,Delaware Basin,New Mexico,Oil & Gas,Producing,252.9,730.7,323.9,4436.66,486.13,64.61,2.5,16559.99,1.0,94.4,34.5,9
2025-01-31,W-013,Permian North,West Texas,Horizontal Oil,Producing,509.0,1467.7,338.3,10346.41,850.42,64.61,2.5,33322.76,2.0,91.1,39.5,4
2025-01-31,W-014,Permian South,West Texas,Horizontal Oil,Producing,547.6,1181.0,613.8,9322.43,845.87,64.61,2.5,35734.24,0.2,98.6,40.3,4
2025-01-31,W-015,Eagle Ford,South Texas,Horizontal Oil,Producing,264.4,607.4,284.8,5106.15,349.71,64.61,2.5,17263.62,1.6,93.8,35.6,2
2025-01-31,W-016,Bakken Central,North Dakota,Oil & Gas,Producing,387.7,673.2,312.3,6373.13,219.46,64.61,2.5,25252.58,1.3,92.1,33.0,6
2025-01-31,W-017,Bakken North,North Dakota,Horizontal Oil,Maintenance,122.3,192.6,101.5,2421.07,13417.48,64.61,2.5,7956.73,14.5,53.6,34.2,11
2025-01-31,W-018,Delaware Basin,New Mexico,Horizontal Oil,Producing,441.4,935.9,288.7,8074.91,184.74,64.61,2.5,28798.09,1.8,89.0,33.1,11
2025-02-01,W-001,Permian North,West Texas,Horizontal Oil,Producing,245.2,741.4,272.1,4784.82,753.95,67.13,2.42,16677.98,1.0,95.4,33.9,5
2025-02-01,W-002,Permian South,West Texas,Horizontal Oil,Producing,608.6,1321.4,398.9,12313.44,474.62,67.13,2.42,41241.0,0,98.3,39.1,2
2025-02-01,W-003,Eagle Ford,South Texas,Horizontal Oil,Producing,449.8,976.3,330.8,7961.34,593.55,67.13,2.42,30478.69,0.3,99.3,31.4,7
2025-02-01,W-004,Bakken Central,North Dakota,Horizontal Oil,Producing,281.6,881.4,257.0,4475.6,381.15,67.13,2.42,19162.42,0.4,96.7,37.1,4
2025-02-01,W-005,Bakken North,North Dakota,Horizontal Oil,Producing,390.6,972.6,254.6,6491.88,737.41,67.13,2.42,26499.61,0,97.6,39.6,4
2025-02-01,W-006,Delaware Basin,New Mexico,Oil & Gas,Producing,303.3,622.0,317.5,6358.11,407.05,67.13,2.42,20540.84,1.1,93.2,38.1,8
